OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-02-06	66250	906	Ajitaab Pakalapati	208573	222	Chocolate beetles 250g	192	8.55
2016-02-06	66250	906	Ajitaab Pakalapati	208574	167	10 mm Anti static bubble wrap (Blue) 50m	70	99.00
2016-02-06	66250	906	Ajitaab Pakalapati	208575	142	Halloween zombie mask (Light Brown) S	12	18.00
2016-02-06	66251	67	Tailspin Toys (Sentinel Butte, ND)	208576	141	Furry animal socks (Pink) XL	72	5.00
2016-02-06	66251	67	Tailspin Toys (Sentinel Butte, ND)	208577	101	The Gu red shirt XML tag t-shirt (Black) 7XL	108	18.00
2016-02-06	66252	535	Wingtip Toys (Triadelphia, WV)	208578	5	USB food flash drive - hamburger	8	3.20
2016-02-06	66252	535	Wingtip Toys (Triadelphia, WV)	208579	119	Dinosaur battery-powered slippers (Green) M	6	32.00
2016-02-06	66253	906	Ajitaab Pakalapati	208580	54	IT joke mug - that behavior is by design (White)	10	13.00
2016-02-06	66253	906	Ajitaab Pakalapati	208581	33	Developer joke mug - that's a hardware problem (Black)	7	13.00
2016-02-06	66253	906	Ajitaab Pakalapati	208582	2	USB rocket launcher (Gray)	8	25.00
2016-02-06	66253	906	Ajitaab Pakalapati	208583	217	Void fill 200 L bag (White) 200L	40	25.00
2016-02-06	66253	906	Ajitaab Pakalapati	208584	108	Superhero action jacket (Blue) XXS	2	25.00
2016-02-06	66254	2	Tailspin Toys (Sylvanite, MT)	208585	38	Developer joke mug - inheritance is the OO way to become wealthy (White)	5	13.00
2016-02-06	66254	2	Tailspin Toys (Sylvanite, MT)	208586	32	Developer joke mug - that's a hardware problem (White)	10	13.00
2016-02-06	66254	2	Tailspin Toys (Sylvanite, MT)	208587	153	Small sized bubblewrap roll 10m	70	4.50
2016-02-06	66254	2	Tailspin Toys (Sylvanite, MT)	208588	171	32 mm Anti static bubble wrap (Blue) 10m	20	32.00
2016-02-06	66254	2	Tailspin Toys (Sylvanite, MT)	208589	8	USB food flash drive - dim sum 10 drive variety pack	6	240.00
2016-02-06	66255	94	Tailspin Toys (Cheyenne Wells, CO)	208590	61	RC toy sedan car with remote control (Green) 1/50 scale	5	25.00
2016-02-06	66255	94	Tailspin Toys (Cheyenne Wells, CO)	208591	2	USB rocket launcher (Gray)	10	25.00
2016-02-06	66255	94	Tailspin Toys (Cheyenne Wells, CO)	208592	13	USB food flash drive - shrimp cocktail	2	32.00
2016-02-06	66256	103	Tailspin Toys (Kalvesta, KS)	208593	208	Permanent marker red 5mm nib (Red) 5mm	36	2.70
2016-02-06	66256	103	Tailspin Toys (Kalvesta, KS)	208594	51	Developer joke mug - old C developers never die (Black)	3	13.00
2016-02-06	66256	103	Tailspin Toys (Kalvesta, KS)	208595	179	Shipping carton (Brown) 229x229x229mm	125	1.05
2016-02-06	66256	103	Tailspin Toys (Kalvesta, KS)	208596	196	Black and orange handle with care despatch tape  48mmx100m	216	4.10
2016-02-06	66257	550	Wingtip Toys (Morrison Bluff, AR)	208597	217	Void fill 200 L bag (White) 200L	70	25.00
2016-02-06	66257	550	Wingtip Toys (Morrison Bluff, AR)	208598	225	Chocolate sharks 250g	96	8.55
2016-02-06	66257	550	Wingtip Toys (Morrison Bluff, AR)	208599	91	The Gu red shirt XML tag t-shirt (Black) XS	120	18.00
2016-02-06	66257	550	Wingtip Toys (Morrison Bluff, AR)	208600	61	RC toy sedan car with remote control (Green) 1/50 scale	9	25.00
2016-02-06	66258	497	Wingtip Toys (Verdery, SC)	208601	148	Halloween skull mask (Gray) L	12	18.00
2016-02-06	66258	497	Wingtip Toys (Verdery, SC)	208602	103	Alien officer hoodie (Black) XXL	8	35.00
2016-02-06	66258	497	Wingtip Toys (Verdery, SC)	208603	171	32 mm Anti static bubble wrap (Blue) 10m	30	32.00
2016-02-06	66259	172	Tailspin Toys (Madrone, NM)	208604	213	Air cushion film 200mmx100mm 325m	8	87.00
2016-02-06	66259	172	Tailspin Toys (Madrone, NM)	208605	21	DBA joke mug - you might be a DBA if (Black)	2	13.00
