OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-02-12	66505	158	Tailspin Toys (Donner, LA)	209349	83	The Gu red shirt XML tag t-shirt (White) XXL	48	18.00
2016-02-12	66505	158	Tailspin Toys (Donner, LA)	209350	210	Packing knife with metal insert blade (Yellow) 18mm	25	2.40
2016-02-12	66506	198	Tailspin Toys (Buell, MO)	209351	12	USB food flash drive - donut	10	32.00
2016-02-12	66506	198	Tailspin Toys (Buell, MO)	209352	116	Superhero action jacket (Blue) 4XL	5	34.00
2016-02-12	66506	198	Tailspin Toys (Buell, MO)	209353	89	The Gu red shirt XML tag t-shirt (Black) 3XS	36	18.00
2016-02-12	66506	198	Tailspin Toys (Buell, MO)	209354	43	Developer joke mug - understanding recursion requires understanding recursion (Black)	10	13.00
2016-02-12	66507	515	Wingtip Toys (Del Valle, TX)	209355	123	Ogre battery-powered slippers (Green) M	3	32.00
2016-02-12	66507	515	Wingtip Toys (Del Valle, TX)	209356	121	Dinosaur battery-powered slippers (Green) XL	2	32.00
2016-02-12	66507	515	Wingtip Toys (Del Valle, TX)	209357	173	32 mm Anti static bubble wrap (Blue) 50m	100	105.00
2016-02-12	66507	515	Wingtip Toys (Del Valle, TX)	209358	27	DBA joke mug - SELECT caffeine FROM mug (Black)	10	13.00
2016-02-12	66507	515	Wingtip Toys (Del Valle, TX)	209359	113	Superhero action jacket (Blue) XL	3	30.00
2016-02-12	66508	448	Wingtip Toys (Salt Wells, NV)	209360	200	Black and yellow heavy despatch tape 48mmx100m	72	4.10
2016-02-12	66508	448	Wingtip Toys (Salt Wells, NV)	209361	93	The Gu red shirt XML tag t-shirt (Black) M	60	18.00
2016-02-12	66509	1037	David Jaramillo	209362	176	Bubblewrap dispenser (Red) 1.5m	10	240.00
2016-02-12	66509	1037	David Jaramillo	209363	220	Novelty chilli chocolates 250g	192	8.55
2016-02-12	66509	1037	David Jaramillo	209364	221	Novelty chilli chocolates 500g	108	14.50
2016-02-12	66509	1037	David Jaramillo	209365	67	Ride on toy sedan car (Black) 1/12 scale	4	230.00
2016-02-12	66510	888	Jai Lamble	209366	69	Ride on toy sedan car (Blue) 1/12 scale	5	230.00
2016-02-12	66510	888	Jai Lamble	209367	221	Novelty chilli chocolates 500g	60	14.50
2016-02-12	66510	888	Jai Lamble	209368	160	20 mm Double sided bubble wrap 20m	40	33.00
2016-02-12	66511	482	Wingtip Toys (Caton, NY)	209369	15	USB food flash drive - dessert 10 drive variety pack	2	24.00
2016-02-12	66511	482	Wingtip Toys (Caton, NY)	209370	62	RC toy sedan car with remote control (Yellow) 1/50 scale	9	25.00
2016-02-12	66511	482	Wingtip Toys (Caton, NY)	209371	38	Developer joke mug - inheritance is the OO way to become wealthy (White)	9	13.00
2016-02-12	66511	482	Wingtip Toys (Caton, NY)	209372	88	The Gu red shirt XML tag t-shirt (White) 7XL	60	18.00
2016-02-12	66512	22	Tailspin Toys (Ward Ridge, FL)	209373	78	The Gu red shirt XML tag t-shirt (White) XS	24	18.00
2016-02-12	66512	22	Tailspin Toys (Ward Ridge, FL)	209374	51	Developer joke mug - old C developers never die (Black)	1	13.00
2016-02-12	66512	22	Tailspin Toys (Ward Ridge, FL)	209375	165	10 mm Anti static bubble wrap (Blue) 10m	20	26.00
