OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-03-16	68488	108	Tailspin Toys (Bernie, MO)	215483	63	RC toy sedan car with remote control (Pink) 1/50 scale	4	25.00
2016-03-16	68488	108	Tailspin Toys (Bernie, MO)	215484	113	Superhero action jacket (Blue) XL	10	30.00
2016-03-16	68488	108	Tailspin Toys (Bernie, MO)	215485	189	Clear packaging tape 48mmx75m	234	2.90
2016-03-16	68488	108	Tailspin Toys (Bernie, MO)	215486	141	Furry animal socks (Pink) XL	36	5.00
2016-03-16	68488	108	Tailspin Toys (Bernie, MO)	215487	136	Animal with big feet slippers (Brown) L	6	32.00
2016-03-16	68489	502	Wingtip Toys (Miesville, MN)	215488	166	10 mm Anti static bubble wrap (Blue) 20m	30	42.00
2016-03-16	68489	502	Wingtip Toys (Miesville, MN)	215489	87	The Gu red shirt XML tag t-shirt (White) 6XL	60	18.00
2016-03-16	68490	432	Wingtip Toys (Vamo, FL)	215490	12	USB food flash drive - donut	2	3.20
2016-03-16	68490	432	Wingtip Toys (Vamo, FL)	215491	174	Bubblewrap dispenser (Black) 1.5m	4	240.00
2016-03-16	68490	432	Wingtip Toys (Vamo, FL)	215492	67	Ride on toy sedan car (Black) 1/12 scale	7	230.00
2016-03-16	68490	432	Wingtip Toys (Vamo, FL)	215493	128	Plush shark slippers (Gray) L	5	32.00
2016-03-16	68490	432	Wingtip Toys (Vamo, FL)	215494	201	Red and white urgent despatch tape 48mmx75m	144	3.70
2016-03-16	68491	185	Tailspin Toys (Vidrine, LA)	215495	105	Alien officer hoodie (Black) 4XL	2	35.00
2016-03-16	68491	185	Tailspin Toys (Vidrine, LA)	215496	175	Bubblewrap dispenser (Blue) 1.5m	2	240.00
2016-03-16	68491	185	Tailspin Toys (Vidrine, LA)	215497	30	Developer joke mug - Oct 31 = Dec 25 (White)	7	13.00
2016-03-16	68492	894	Gabriela Hernandes	215498	214	Air cushion film 200mmx200mm 325m	3	90.00
2016-03-16	68492	894	Gabriela Hernandes	215499	96	The Gu red shirt XML tag t-shirt (Black) XXL	24	18.00
2016-03-16	68493	129	Tailspin Toys (Mineral Hills, MI)	215500	120	Dinosaur battery-powered slippers (Green) L	8	32.00
2016-03-16	68493	129	Tailspin Toys (Mineral Hills, MI)	215501	65	RC vintage American toy coupe with remote control (Black) 1/50 scale	7	30.00
2016-03-16	68493	129	Tailspin Toys (Mineral Hills, MI)	215502	130	Furry gorilla with big eyes slippers (Black) S	3	32.00
2016-03-16	68493	129	Tailspin Toys (Mineral Hills, MI)	215503	87	The Gu red shirt XML tag t-shirt (White) 6XL	84	18.00
2016-03-16	68494	147	Tailspin Toys (Fishtail, MT)	215504	182	Shipping carton (Brown) 457x279x279mm	250	1.28
2016-03-16	68494	147	Tailspin Toys (Fishtail, MT)	215505	108	Superhero action jacket (Blue) XXS	2	25.00
2016-03-16	68494	147	Tailspin Toys (Fishtail, MT)	215506	88	The Gu red shirt XML tag t-shirt (White) 7XL	12	18.00
2016-03-16	68494	147	Tailspin Toys (Fishtail, MT)	215507	121	Dinosaur battery-powered slippers (Green) XL	8	32.00
2016-03-16	68495	958	Valentin Tirlea	215508	10	USB food flash drive - chocolate bar	1	32.00
2016-03-16	68495	958	Valentin Tirlea	215509	35	Developer joke mug - fun was unexpected at this time (Black)	1	13.00
2016-03-16	68495	958	Valentin Tirlea	215510	161	20 mm Double sided bubble wrap 50m	30	108.00
2016-03-16	68495	958	Valentin Tirlea	215511	164	32 mm Double sided bubble wrap 50m	30	112.00
2016-03-16	68496	153	Tailspin Toys (Marcell, MN)	215512	177	Shipping carton (Brown) 413x285x187mm	150	1.05
2016-03-16	68496	153	Tailspin Toys (Marcell, MN)	215513	144	Halloween zombie mask (Light Brown) L	84	18.00
2016-03-16	68497	1031	Dipti Shah	215514	135	Animal with big feet slippers (Brown) M	6	32.00
2016-03-16	68497	1031	Dipti Shah	215515	120	Dinosaur battery-powered slippers (Green) L	10	32.00
2016-03-16	68497	1031	Dipti Shah	215516	172	32 mm Anti static bubble wrap (Blue) 20m	40	48.00
2016-03-16	68497	1031	Dipti Shah	215517	82	The Gu red shirt XML tag t-shirt (White) XL	12	18.00
2016-03-16	68497	1031	Dipti Shah	215518	53	IT joke mug - keyboard not found … press F1 to continue (Black)	1	13.00
2016-03-16	68498	872	Katerina Hadrabova	215519	147	Halloween skull mask (Gray) M	72	18.00
2016-03-16	68498	872	Katerina Hadrabova	215520	89	The Gu red shirt XML tag t-shirt (Black) 3XS	60	18.00
2016-03-16	68498	872	Katerina Hadrabova	215521	31	Developer joke mug - Oct 31 = Dec 25 (Black)	10	13.00
2016-03-16	68498	872	Katerina Hadrabova	215522	36	Developer joke mug - when your hammer is C++ (White)	3	13.00
2016-03-16	68499	951	Eliza Persson	215523	83	The Gu red shirt XML tag t-shirt (White) XXL	96	18.00
2016-03-16	68499	951	Eliza Persson	215524	50	Developer joke mug - old C developers never die (White)	6	13.00
2016-03-16	68500	94	Tailspin Toys (Cheyenne Wells, CO)	215525	164	32 mm Double sided bubble wrap 50m	40	112.00
2016-03-16	68500	94	Tailspin Toys (Cheyenne Wells, CO)	215526	197	Black and orange this way up despatch tape 48mmx75m	24	3.70
2016-03-16	68501	552	Wingtip Toys (Shay, PA)	215527	115	Superhero action jacket (Blue) 3XL	5	34.00
2016-03-16	68501	552	Wingtip Toys (Shay, PA)	215528	139	Furry animal socks (Pink) M	24	5.00
2016-03-16	68501	552	Wingtip Toys (Shay, PA)	215529	125	Ogre battery-powered slippers (Green) XL	7	32.00
2016-03-16	68502	77	Tailspin Toys (Hahira, GA)	215530	130	Furry gorilla with big eyes slippers (Black) S	4	32.00
2016-03-16	68502	77	Tailspin Toys (Hahira, GA)	215531	182	Shipping carton (Brown) 457x279x279mm	50	1.28
2016-03-16	68503	78	Tailspin Toys (Sekiu, WA)	215532	34	Developer joke mug - fun was unexpected at this time (White)	9	13.00
2016-03-16	68503	78	Tailspin Toys (Sekiu, WA)	215533	4	USB food flash drive - sushi roll	8	32.00
2016-03-16	68503	78	Tailspin Toys (Sekiu, WA)	215534	119	Dinosaur battery-powered slippers (Green) M	7	32.00
2016-03-16	68504	89	Tailspin Toys (Victory Gardens, NJ)	215535	65	RC vintage American toy coupe with remote control (Black) 1/50 scale	5	30.00
2016-03-16	68504	89	Tailspin Toys (Victory Gardens, NJ)	215536	87	The Gu red shirt XML tag t-shirt (White) 6XL	96	18.00
2016-03-16	68504	89	Tailspin Toys (Victory Gardens, NJ)	215538	18	DBA joke mug - daaaaaa-ta (White)	1	13.00
