OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-03-24	69041	1055	Adriana Pena	217250	15	USB food flash drive - dessert 10 drive variety pack	1	240.00
2016-03-24	69041	1055	Adriana Pena	217251	216	Void fill 100 L bag (White) 100L	50	12.50
2016-03-24	69042	19	Tailspin Toys (Lemeta, AK)	217252	128	Plush shark slippers (Gray) L	5	32.00
2016-03-24	69042	19	Tailspin Toys (Lemeta, AK)	217253	35	Developer joke mug - fun was unexpected at this time (Black)	2	13.00
2016-03-24	69042	19	Tailspin Toys (Lemeta, AK)	217254	68	Ride on toy sedan car (Red) 1/12 scale	10	230.00
2016-03-24	69042	19	Tailspin Toys (Lemeta, AK)	217255	105	Alien officer hoodie (Black) 4XL	3	35.00
2016-03-24	69043	545	Wingtip Toys (Jamison, IA)	217256	36	Developer joke mug - when your hammer is C++ (White)	8	13.00
2016-03-24	69043	545	Wingtip Toys (Jamison, IA)	217257	49	Developer joke mug - this code was generated by a tool (Black)	10	13.00
2016-03-24	69043	545	Wingtip Toys (Jamison, IA)	217259	106	Alien officer hoodie (Black) 5XL	9	35.00
2016-03-24	69043	545	Wingtip Toys (Jamison, IA)	217260	130	Furry gorilla with big eyes slippers (Black) S	5	32.00
2016-03-24	69044	1025	Tuulikki Linna	217261	84	The Gu red shirt XML tag t-shirt (White) 3XL	96	18.00
2016-03-24	69044	1025	Tuulikki Linna	217262	183	Shipping carton (Brown) 480x270x320mm	25	2.74
2016-03-24	69044	1025	Tuulikki Linna	217263	125	Ogre battery-powered slippers (Green) XL	5	32.00
2016-03-24	69044	1025	Tuulikki Linna	217264	134	Animal with big feet slippers (Brown) S	5	32.00
2016-03-24	69044	1025	Tuulikki Linna	217265	15	USB food flash drive - dessert 10 drive variety pack	4	240.00
2016-03-24	69045	527	Wingtip Toys (Islip Terrace, NY)	217266	30	Developer joke mug - Oct 31 = Dec 25 (White)	6	13.00
2016-03-24	69045	527	Wingtip Toys (Islip Terrace, NY)	217267	42	Developer joke mug - understanding recursion requires understanding recursion (White)	5	13.00
2016-03-24	69045	527	Wingtip Toys (Islip Terrace, NY)	217268	14	USB food flash drive - fortune cookie	6	3.20
2016-03-24	69045	527	Wingtip Toys (Islip Terrace, NY)	217269	23	DBA joke mug - it depends (Black)	10	13.00
2016-03-24	69046	555	Wingtip Toys (Liberty Grove, MD)	217270	17	DBA joke mug - mind if I join you? (Black)	9	13.00
2016-03-24	69046	555	Wingtip Toys (Liberty Grove, MD)	217271	69	Ride on toy sedan car (Blue) 1/12 scale	4	230.00
2016-03-24	69047	71	Tailspin Toys (Good Hart, MI)	217273	114	Superhero action jacket (Blue) XXL	6	30.00
2016-03-24	69047	71	Tailspin Toys (Good Hart, MI)	217275	168	20 mm Anti static bubble wrap (Blue) 10m	40	29.00
2016-03-24	69048	185	Tailspin Toys (Vidrine, LA)	217276	2	USB rocket launcher (Gray)	10	25.00
2016-03-24	69048	185	Tailspin Toys (Vidrine, LA)	217277	200	Black and yellow heavy despatch tape 48mmx100m	240	4.10
2016-03-24	69048	185	Tailspin Toys (Vidrine, LA)	217278	22	DBA joke mug - it depends (White)	10	13.00
2016-03-24	69048	185	Tailspin Toys (Vidrine, LA)	217279	196	Black and orange handle with care despatch tape  48mmx100m	144	4.10
2016-03-24	69048	185	Tailspin Toys (Vidrine, LA)	217280	169	20 mm Anti static bubble wrap (Blue) 20m	40	45.00
2016-03-24	69049	26	Tailspin Toys (Hedrick, IA)	217281	156	10 mm Double sided bubble wrap 10m	10	15.00
2016-03-24	69049	26	Tailspin Toys (Hedrick, IA)	217282	44	Developer joke mug - there are 10 types of people in the world (White)	6	13.00
2016-03-24	69049	26	Tailspin Toys (Hedrick, IA)	217283	22	DBA joke mug - it depends (White)	5	13.00
2016-03-24	69050	431	Wingtip Toys (Rosa Sánchez, PR)	217284	39	Developer joke mug - inheritance is the OO way to become wealthy (Black)	8	13.00
2016-03-24	69050	431	Wingtip Toys (Rosa Sánchez, PR)	217285	197	Black and orange this way up despatch tape 48mmx75m	168	3.70
2016-03-24	69050	431	Wingtip Toys (Rosa Sánchez, PR)	217286	110	Superhero action jacket (Blue) S	2	25.00
2016-03-24	69051	545	Wingtip Toys (Jamison, IA)	217287	54	IT joke mug - that behavior is by design (White)	5	13.00
2016-03-24	69051	545	Wingtip Toys (Jamison, IA)	217288	25	DBA joke mug - I will get you in order (Black)	1	13.00
2016-03-24	69051	545	Wingtip Toys (Jamison, IA)	217289	194	Black and orange glass with care despatch tape  48mmx100m	216	4.10
2016-03-24	69051	545	Wingtip Toys (Jamison, IA)	217290	23	DBA joke mug - it depends (Black)	3	13.00
2016-03-24	69052	582	Wingtip Toys (Montoya, NM)	217291	73	Ride on vintage American toy coupe (Red) 1/12 scale	10	285.00
2016-03-24	69052	582	Wingtip Toys (Montoya, NM)	217292	45	Developer joke mug - there are 10 types of people in the world (Black)	8	13.00
2016-03-24	69052	582	Wingtip Toys (Montoya, NM)	217293	110	Superhero action jacket (Blue) S	8	25.00
2016-03-24	69053	493	Wingtip Toys (Federalsburg, MD)	217294	155	Large sized bubblewrap roll 50m	50	24.00
2016-03-24	69053	493	Wingtip Toys (Federalsburg, MD)	217295	94	The Gu red shirt XML tag t-shirt (Black) L	60	18.00
2016-03-24	69053	493	Wingtip Toys (Federalsburg, MD)	217296	13	USB food flash drive - shrimp cocktail	6	3.20
2016-03-24	69053	493	Wingtip Toys (Federalsburg, MD)	217297	192	Black and orange fragile despatch tape 48mmx100m	252	4.10
2016-03-24	69054	473	Wingtip Toys (Floriston, CA)	217298	161	20 mm Double sided bubble wrap 50m	10	108.00
