OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-01-23	65456	35	Tailspin Toys (Slanesville, WV)	206143	199	Black and yellow heavy despatch tape  48mmx75m	48	3.70
2016-01-23	65456	35	Tailspin Toys (Slanesville, WV)	206144	120	Dinosaur battery-powered slippers (Green) L	1	32.00
2016-01-23	65457	876	Marie LeBatelier	206145	53	IT joke mug - keyboard not found … press F1 to continue (Black)	8	13.00
2016-01-23	65457	876	Marie LeBatelier	206146	106	Alien officer hoodie (Black) 5XL	1	35.00
2016-01-23	65457	876	Marie LeBatelier	206147	13	USB food flash drive - shrimp cocktail	5	32.00
2016-01-23	65457	876	Marie LeBatelier	206148	50	Developer joke mug - old C developers never die (White)	3	13.00
2016-01-23	65458	838	Pavel Bogdanov	206149	167	10 mm Anti static bubble wrap (Blue) 50m	40	99.00
2016-01-23	65458	838	Pavel Bogdanov	206150	25	DBA joke mug - I will get you in order (Black)	1	13.00
2016-01-23	65458	838	Pavel Bogdanov	206151	93	The Gu red shirt XML tag t-shirt (Black) M	24	18.00
2016-01-23	65458	838	Pavel Bogdanov	206152	3	Office cube periscope (Black)	80	18.50
2016-01-23	65458	838	Pavel Bogdanov	206153	18	DBA joke mug - daaaaaa-ta (White)	7	13.00
2016-01-23	65459	61	Tailspin Toys (Fairfield Glade, TN)	206154	170	20 mm Anti static bubble wrap (Blue) 50m	20	102.00
2016-01-23	65459	61	Tailspin Toys (Fairfield Glade, TN)	206155	189	Clear packaging tape 48mmx75m	234	2.90
2016-01-23	65459	61	Tailspin Toys (Fairfield Glade, TN)	206156	175	Bubblewrap dispenser (Blue) 1.5m	1	240.00
2016-01-23	65459	61	Tailspin Toys (Fairfield Glade, TN)	206157	121	Dinosaur battery-powered slippers (Green) XL	5	32.00
2016-01-23	65460	485	Wingtip Toys (Bonner Springs, KS)	206158	87	The Gu red shirt XML tag t-shirt (White) 6XL	72	18.00
2016-01-23	65460	485	Wingtip Toys (Bonner Springs, KS)	206159	217	Void fill 200 L bag (White) 200L	50	25.00
2016-01-23	65461	904	Olafs Rozitis	206161	35	Developer joke mug - fun was unexpected at this time (Black)	2	13.00
2016-01-23	65461	904	Olafs Rozitis	206162	223	Chocolate echidnas 250g	24	8.55
2016-01-23	65461	904	Olafs Rozitis	206163	183	Shipping carton (Brown) 480x270x320mm	100	2.74
2016-01-23	65461	904	Olafs Rozitis	206164	66	RC big wheel monster truck with remote control (Black) 1/50 scale	10	45.00
2016-01-23	65462	433	Wingtip Toys (Balko, OK)	206165	111	Superhero action jacket (Blue) M	10	30.00
2016-01-23	65462	433	Wingtip Toys (Balko, OK)	206166	74	Ride on vintage American toy coupe (Black) 1/12 scale	4	285.00
2016-01-23	65462	433	Wingtip Toys (Balko, OK)	206167	176	Bubblewrap dispenser (Red) 1.5m	9	240.00
2016-01-23	65463	501	Wingtip Toys (Cavendish, VT)	206168	32	Developer joke mug - that's a hardware problem (White)	8	13.00
2016-01-23	65463	501	Wingtip Toys (Cavendish, VT)	206169	87	The Gu red shirt XML tag t-shirt (White) 6XL	12	18.00
2016-01-23	65464	937	Manca Hrastovsek	206170	144	Halloween zombie mask (Light Brown) L	72	18.00
2016-01-23	65464	937	Manca Hrastovsek	206171	172	32 mm Anti static bubble wrap (Blue) 20m	70	48.00
2016-01-23	65464	937	Manca Hrastovsek	206172	65	RC vintage American toy coupe with remote control (Black) 1/50 scale	10	30.00
2016-01-23	65464	937	Manca Hrastovsek	206173	84	The Gu red shirt XML tag t-shirt (White) 3XL	12	18.00
2016-01-23	65464	937	Manca Hrastovsek	206174	51	Developer joke mug - old C developers never die (Black)	7	13.00
2016-01-23	65465	845	Emilie Hrdlickova	206175	201	Red and white urgent despatch tape 48mmx75m	96	3.70
2016-01-23	65465	845	Emilie Hrdlickova	206176	133	Furry gorilla with big eyes slippers (Black) XL	8	32.00
2016-01-23	65465	845	Emilie Hrdlickova	206177	105	Alien officer hoodie (Black) 4XL	2	35.00
2016-01-23	65466	112	Tailspin Toys (Sallyards, KS)	206178	121	Dinosaur battery-powered slippers (Green) XL	5	32.00
2016-01-23	65466	112	Tailspin Toys (Sallyards, KS)	206179	67	Ride on toy sedan car (Black) 1/12 scale	8	230.00
2016-01-23	65467	444	Wingtip Toys (Tea, SD)	206180	198	Black and orange this way up despatch tape  48mmx100m	96	4.10
2016-01-23	65467	444	Wingtip Toys (Tea, SD)	206181	227	White chocolate moon rocks 250g	192	8.55
2016-01-23	65467	444	Wingtip Toys (Tea, SD)	206182	183	Shipping carton (Brown) 480x270x320mm	125	2.74
2016-01-23	65467	444	Wingtip Toys (Tea, SD)	206183	61	RC toy sedan car with remote control (Green) 1/50 scale	8	25.00
