OrderDate	OrderID	CustomerID	CustomerName	OrderLineID	StockItemID	StockItemName	Quantity	UnitPrice
2016-01-11	64661	864	Mikhail Degtyarev	203661	201	Red and white urgent despatch tape 48mmx75m	168	3.70
2016-01-11	64662	893	Leyla Asef zade	203663	131	Furry gorilla with big eyes slippers (Black) M	8	32.00
2016-01-11	64662	893	Leyla Asef zade	203664	217	Void fill 200 L bag (White) 200L	50	25.00
2016-01-11	64662	893	Leyla Asef zade	203665	37	Developer joke mug - when your hammer is C++ (Black)	9	13.00
2016-01-11	64662	893	Leyla Asef zade	203666	97	The Gu red shirt XML tag t-shirt (Black) 3XL	24	18.00
2016-01-11	64663	55	Tailspin Toys (Gum Branch, GA)	203667	113	Superhero action jacket (Blue) XL	10	30.00
2016-01-11	64663	55	Tailspin Toys (Gum Branch, GA)	203668	206	Permanent marker black 5mm nib (Black) 5mm	108	2.70
2016-01-11	64663	55	Tailspin Toys (Gum Branch, GA)	203669	117	Superhero action jacket (Blue) 5XL	6	34.00
2016-01-11	64664	946	David safranek	203670	119	Dinosaur battery-powered slippers (Green) M	6	32.00
2016-01-11	64664	946	David safranek	203671	132	Furry gorilla with big eyes slippers (Black) L	3	32.00
2016-01-11	64664	946	David safranek	203672	150	Pack of 12 action figures (variety)	4	16.00
2016-01-11	64665	199	Tailspin Toys (Antonito, CO)	203673	52	IT joke mug - keyboard not found … press F1 to continue (White)	9	13.00
2016-01-11	64665	199	Tailspin Toys (Antonito, CO)	203674	205	Tape dispenser (Blue)	50	32.00
2016-01-11	64665	199	Tailspin Toys (Antonito, CO)	203675	14	USB food flash drive - fortune cookie	5	32.00
2016-01-11	64665	199	Tailspin Toys (Antonito, CO)	203676	22	DBA joke mug - it depends (White)	7	13.00
2016-01-11	64665	199	Tailspin Toys (Antonito, CO)	203677	162	32 mm Double sided bubble wrap 10m	100	22.00
2016-01-11	64666	429	Wingtip Toys (Lilbourn, MO)	203678	122	Ogre battery-powered slippers (Green) S	9	32.00
2016-01-11	64666	429	Wingtip Toys (Lilbourn, MO)	203679	124	Ogre battery-powered slippers (Green) L	9	32.00
2016-01-11	64666	429	Wingtip Toys (Lilbourn, MO)	203680	133	Furry gorilla with big eyes slippers (Black) XL	9	32.00
2016-01-11	64667	482	Wingtip Toys (Caton, NY)	203681	108	Superhero action jacket (Blue) XXS	8	25.00
2016-01-11	64667	482	Wingtip Toys (Caton, NY)	203682	141	Furry animal socks (Pink) XL	48	5.00
2016-01-11	64667	482	Wingtip Toys (Caton, NY)	203683	32	Developer joke mug - that's a hardware problem (White)	7	13.00
2016-01-11	64667	482	Wingtip Toys (Caton, NY)	203684	144	Halloween zombie mask (Light Brown) L	24	18.00
2016-01-11	64667	482	Wingtip Toys (Caton, NY)	203685	132	Furry gorilla with big eyes slippers (Black) L	3	32.00
2016-01-11	64668	441	Wingtip Toys (Keosauqua, IA)	203686	56	IT joke mug - hardware: part of the computer that can be kicked (White)	8	13.00
2016-01-11	64668	441	Wingtip Toys (Keosauqua, IA)	203687	93	The Gu red shirt XML tag t-shirt (Black) M	108	18.00
2016-01-11	64669	100	Tailspin Toys (Tunnelhill, PA)	203688	201	Red and white urgent despatch tape 48mmx75m	192	3.70
2016-01-11	64669	100	Tailspin Toys (Tunnelhill, PA)	203689	200	Black and yellow heavy despatch tape 48mmx100m	72	4.10
2016-01-11	64669	100	Tailspin Toys (Tunnelhill, PA)	203690	54	IT joke mug - that behavior is by design (White)	10	13.00
2016-01-11	64669	100	Tailspin Toys (Tunnelhill, PA)	203691	84	The Gu red shirt XML tag t-shirt (White) 3XL	72	18.00
2016-01-11	64670	78	Tailspin Toys (Sekiu, WA)	203692	50	Developer joke mug - old C developers never die (White)	8	13.00
2016-01-11	64670	78	Tailspin Toys (Sekiu, WA)	203693	158	10 mm Double sided bubble wrap 50m	30	105.00
2016-01-11	64670	78	Tailspin Toys (Sekiu, WA)	203694	208	Permanent marker red 5mm nib (Red) 5mm	84	2.70
2016-01-11	64671	567	Wingtip Toys (Jeromesville, OH)	203695	207	Permanent marker blue 5mm nib (Blue) 5mm	72	2.70
2016-01-11	64671	567	Wingtip Toys (Jeromesville, OH)	203696	102	Alien officer hoodie (Black) XL	9	35.00
2016-01-11	64671	567	Wingtip Toys (Jeromesville, OH)	203697	120	Dinosaur battery-powered slippers (Green) L	7	32.00
2016-01-11	64672	854	Daakshaayaani Kommineni	203698	1	USB missile launcher (Green)	3	25.00
2016-01-11	64672	854	Daakshaayaani Kommineni	203699	97	The Gu red shirt XML tag t-shirt (Black) 3XL	84	18.00
